Frequency [kHz],Power [dbm]
851308,-120.00509480386972
851312,-114.97315009718936
851316,-119.08431325450857
851320,-133.22936331547044
851324,-124.0267957844439
851328,-122.80355054121992
851332,-119.09840622191004
851336,-122.95061357531671
851340,-126.56317550456191
851344,-127.51934788942648
851348,-121.48170835018416
851352,-128.43509515128846
851356,-122.75553360105036
851360,-118.14737024226609
851364,-124.17358172740778
851368,-120.50089915574581
851372,-121.15497913821046
851376,-117.7680699887888
851380,-126.6280660829965
851384,-122.78376625715441
851388,-130.4129502618273
851392,-123.77046564420117
851396,-123.12618765659474
851400,-115.43129545662056
851404,-128.38367257352405
851408,-122.60336347494064
851412,-119.45202882704392
851416,-114.11156432050333
851420,-120.8318563011423
851424,-128.5687076861921
851428,-126.29712647851446
851432,-117.27122093458458
851436,-120.50403185971484
851440,-113.43775801373441
851444,-123.43470345143942
851448,-132.70721877903372
851452,-121.35529906306019
851456,-113.97163040703015
851460,-116.80928812679916
851464,-125.00735519364807
851468,-115.28585936060918
851472,-119.77609578846226
851476,-122.73922767753471
851480,-118.8028784837935
851484,-121.25036133256339
851488,-131.02444134070876
851492,-124.70212759840501
851496,-121.9425884984746
851500,-124.23338780518927
851504,-113.76368468270313
851508,-117.48722826546475
851512,-119.68073908952894
851516,-118.9155219443647
851520,-130.67678242897088
851524,-117.94651792177409
851528,-120.7971768812678
851532,-117.24964838482414
851536,-120.66989496099981
851540,-124.01342453217788
851544,-124.893020801663
851548,-126.90335886076528
851552,-125.72103116900627
851556,-116.89552301005526
851560,-132.6663499181322
851564,-126.8711704817342
851568,-121.23335670793044
851572,-120.11531405855344
851576,-121.98723344714737
851580,-120.6669365670278
851584,-121.52731595219439
851588,-116.41182401252367
851592,-118.26384976891018
851596,-116.95534475113053
851600,-118.32974848114708
851604,-119.07880757830696
851608,-121.06366235246139
851612,-122.02001244741578
851616,-125.04927148352655
851620,-116.32599453440598
851624,-124.29834448915909
851628,-116.91425953486201
851632,-114.60651050143795
851636,-114.25770272445305
851640,-124.12586228685178
851644,-120.31729899404024
851648,-126.22291453882869
851652,-128.88923134560773
851656,-117.52572326682971
851660,-116.72812395884552
851664,-120.2940453487012
851668,-116.55387576809937
851672,-122.15159439320026
851676,-129.36677614878374
851680,-116.46003062044728
851684,-120.40844441656364
851688,-117.85287638685267
851692,-128.13956857497715
851696,-119.52973218453366
851700,-119.6632787287109
851704,-112.51438500370259
851708,-121.26326988989156
851712,-115.34492415980752
851716,-122.56278283208046
851720,-121.91903474470683
851724,-115.3578728861493
851728,-116.35138918589219
851732,-120.16852709131032
851736,-128.47954281614818
851740,-117.35634536130345
851744,-119.70749523345268
851748,-118.33416738534963
851752,-126.79956872309457
851756,-121.25180070757277
851760,-125.12190402257556
851764,-129.00920720750955
851768,-120.42786512866368
851772,-119.84287181290394
851776,-127.83460187317914
851780,-123.14145399511463
851784,-121.80299259820386
851788,-118.73210866053643
851792,-119.29828603276573
851796,-112.60666764064482
851800,-121.65608477625295
851804,-118.10503868074647
851808,-124.62155038266854
851812,-121.2427766455302
851816,-117.19861970130303
851820,-119.6059808567164
851824,-131.19670015523698
851828,-116.90826241394385
851832,-120.76908300673503
851836,-116.7755683822423
851840,-117.05236955894432
851844,-119.19105514688955
851848,-115.58092040731054
851852,-111.51586612413836
851856,-126.72619205779793
851860,-124.46104525139751
851864,-118.8035015102249
851868,-117.61718998902954
851872,-125.80278855667378
851876,-126.51256334686619
851880,-128.58872578778653
851884,-127.49457696207972
851888,-131.1233768457464
851892,-115.27486725109759
851896,-121.27949326713629
851900,-116.4103625468388
851904,-116.51865781107445
851908,-123.93396743270102
851912,-114.34017113773294
851916,-119.83143525712936
851920,-118.72049816779504
851924,-120.56079807834175
851928,-123.0028619744605
851932,-116.42558857804178
851936,-125.14306503401085
851940,-123.79113769656239
851944,-115.126389032155
851948,-115.98337840664479
851952,-115.3016561407659
851956,-117.34186909914027
851960,-111.36212906481529
851964,-120.99349791134655
851968,-124.2062888201221
851972,-128.57974901988968
851976,-115.54497670284277
851980,-121.54121091916863
851984,-119.76011689480256
851988,-124.46698315425843
851992,-126.56517869468271
851996,-113.94841108668626
852000,-122.19448661168627
852004,-121.93423127468188
852008,-121.89543610718721
852012,-118.07782878315092
852016,-128.96342138311542
852020,-117.3150846858296
852024,-125.94941636604969
852028,-121.07540046549639
852032,-126.20009379343894
852036,-119.40677112427855
852040,-118.66725395001339
852044,-127.00957843672037
852048,-124.03625877275911
852052,-112.83728145799417
852056,-113.23810082517153
852060,-112.77425120349083
852064,-116.36323725506166
852068,-115.2311098251588
852072,-116.72965613429496
852076,-117.04009819272447
852080,-111.33188546048368
852084,-122.48388149228363
852088,-118.03510901489437
852092,-128.20757809756327
852096,-118.78101834486459
852100,-111.63118203623578
852104,-118.30119323272557
852108,-121.42939854479593
852112,-118.78744558314031
852116,-118.8416312853296
852120,-111.18789661913937
852124,-115.7781993117703
852128,-114.30974600704397
852132,-129.72490475011443
852136,-120.27877564594812
852140,-118.13343935143902
852144,-124.02574150206914
852148,-120.3813456567141
852152,-118.35954346805858
852156,-116.30216834635014
852160,-128.0014567753262
852164,-121.11778804554967
852168,-118.61215759555279
852172,-126.3017854153654
852176,-116.9653997013854
852180,-122.2854772158666
852184,-120.7594811962467
852188,-123.39676215023668
852192,-114.44683141173518
852196,-120.76128827331809
852200,-124.23554314766943
852204,-113.49324375298305
852208,-119.18915931580887
852212,-125.49545476218492
852216,-118.97291323887951
852220,-125.47951901294124
852224,-125.24611154707597
852228,-118.58821803465614
852232,-124.50832423348349
852236,-117.3305770893249
852240,-124.34488336623915
852244,-132.24247502369184
852248,-115.79904293573432
852252,-123.386923639004
852256,-125.56165614418842
852260,-128.2757258838969
852264,-115.66805806633072
852268,-116.98301380418204
852272,-115.51530510637006
852276,-125.0061595798315
852280,-126.36034091017146
852284,-117.07879388776762
852288,-120.14197295151865
852292,-112.46350119563513
852296,-134.01208544306212
852300,-119.29533608882507
852304,-124.47994686009692
852308,-127.49070968782851
852312,-121.0357889719508
852316,-123.87083295745468
852320,-122.03809417555595
852324,-115.33713819590947
852328,-122.54026705612462
852332,-133.52627929511223
852336,-125.39116133181317
852340,-122.48234388116155
852344,-117.29796450724794
852348,-126.68270382689126
852352,-117.66656217885765
852356,-112.59617482017282
852360,-123.10226861533047
852364,-116.44126559736654
852368,-121.36235452039195
852372,-122.68340120144518
852376,-127.65310255430558
852380,-117.6580229597357
852384,-113.95765367907092
852388,-122.90527531358853
852392,-116.71276069459859
852396,-116.38674700141914
852400,-118.05842284669424
852404,-119.45531131850137
852408,-114.9918889337626
852412,-116.95661755168766
852416,-124.48966707498481
852420,-120.1624459757426
852424,-116.46579201590828
852428,-116.543618989046
852432,-117.44842440386714
852436,-124.7303972955601
852440,-114.06528559914139
852444,-119.39088919098715
852448,-120.04146362089281
852452,-121.65583383065037
852456,-122.8940500889722
852460,-120.74903972943417
852464,-121.82761731857047
852468,-126.5520665987214
852472,-124.21057208821384
852476,-113.9335857540757
852480,-127.31513788855924
852484,-129.88124360327186
852488,-121.10650005409255
852492,-123.77106093234943
852496,-117.23944580747397
852500,-125.27125918017346
852504,-123.67633621272677
852508,-124.53006999293241
852512,-120.62424652062117
852516,-135.70037227298582
852520,-119.22120418636246
852524,-123.04192363585481
852528,-129.31559911749687
852532,-128.29651811844323
852536,-122.2031271004506
852540,-116.79561460586483
852544,-119.22445880413132
852548,-117.22266023535923
852552,-127.32613206806023
852556,-114.61205869111761
852560,-114.80959478892815
852564,-113.97451193205355
852568,-116.91587038789329
852572,-129.44933844049993
852576,-119.75843725405262
852580,-117.63326814020166
852584,-117.47662466075933
852588,-118.83531930752196
852592,-125.61214359362262
852596,-135.11178225316354
852600,-125.0588573508428
852604,-117.51479245493772
852608,-123.0759697947208
852612,-118.25316034843279
852616,-118.05547066012795
852620,-119.95804459681167
852624,-117.54484885538393
852628,-120.07961231510616
852632,-122.90651322094477
852636,-122.56493485562737
852640,-115.64385887803634
852644,-117.61511531141953
852648,-123.34924053233729
852652,-119.32107589259343
852656,-130.32778907519884
852660,-116.82456197096144
852664,-118.08541132782437
852668,-118.54036021629975
852672,-118.76786845055858
852676,-124.28145399749192
852680,-118.82774675035213
852684,-121.69040384645797
852688,-115.7490573618495
852692,-120.4497908541423
852696,-116.830101917474
852700,-118.86276276350911
852704,-133.2829796848929
852708,-116.40752659415665
852712,-118.35225341912178
852716,-115.33355996460081
852720,-120.8061061948799
852724,-125.52289861906274
852728,-119.80244463472013
852732,-116.98622871503673
852736,-133.7489531726838
852740,-126.72279538049494
852744,-123.17560376847868
852748,-120.07818398298768
852752,-110.61470602928695
852756,-121.55101758608892
852760,-113.70984950851235
852764,-126.74803073560588
852768,-116.72335385378139
852772,-122.45760666694557
852776,-124.03129326645134
852780,-137.0789470469023
852784,-117.38362151029206
852788,-114.4632221841388
852792,-130.7524066252519
852796,-120.44712667808102
852800,-127.82518723092366
852804,-117.15102954989074
852808,-126.4957477447239
852812,-124.80483504073722
852816,-117.7056259323412
852820,-120.60569729613042
852824,-125.27111666193835
852828,-124.24889911689047
852832,-124.22783914959986
852836,-118.61341678890416
852840,-124.91415753041494
852844,-122.27524748490931
852848,-117.98682482197303
852852,-119.04294975644422
852856,-117.11148171666046
852860,-123.89026565964444
852864,-129.65586626956332
852868,-130.00591975831713
852872,-129.54650416287004
852876,-115.15686449499829
852880,-115.37729961694471
852884,-130.50370395190788
852888,-116.19659805421965
852892,-115.44746425688597
852896,-120.86117768798829
852900,-116.52257128406086
852904,-124.46111007228883
852908,-119.09886648361856
852912,-118.0241386822849
852916,-121.41604704882997
852920,-114.42415200866336
852924,-125.04218721404548
852928,-117.07517826471066
852932,-123.80660444884944
852936,-121.96698469360554
852940,-116.7820012561572
852944,-121.08328200896626
852948,-117.37561534077253
852952,-113.37870023165115
852956,-121.5171341286472
852960,-124.86888550652596
852964,-116.36565728873187
852968,-118.02995375852046
852972,-118.00312943654623
852976,-130.33074416984843
852980,-120.07129390059656
852984,-112.13236934350147
852988,-123.70594946555204
852992,-118.59037870861773
852996,-124.60788527337476
853000,-115.83130968496846
853004,-124.79431243911348
853008,-122.07897109616923
853012,-122.20434647175136
853016,-118.90737569702497
853020,-119.15284447517881
853024,-120.17088023522187
853028,-122.29505084501818
853032,-123.95709238047505
853036,-117.97147105098826
853040,-123.633185371561
853044,-133.98904035126566
853048,-123.40405916475899
853052,-133.3207279066661
853056,-116.17742024575057
853060,-126.51974038020794
853064,-119.43627979536998
853068,-123.6656263855285
853072,-122.57907839832316
853076,-121.7724664992696
853080,-122.33382552899415
853084,-119.29343107982024
853088,-131.01988425263062
853092,-116.52222713012111
853096,-112.26158890039032
853100,-121.62796123852806
853104,-112.20229655475936
853108,-117.40303820846452
853112,-119.25584795029454
853116,-123.79856145220194
853120,-131.2310897682365
853124,-121.70322259639526
853128,-120.20810558935676
853132,-119.93646823697708
853136,-117.49216262429283
853140,-122.7272008876053
853144,-125.54590199624403
853148,-117.14325202100723
853152,-112.36273131171734
853156,-119.1174172768506
853160,-125.58110834570601
853164,-121.47091341822649
853168,-122.68854714679836
853172,-122.75487327099691
853176,-122.03316068143312
853180,-117.19654598799278
853184,-122.73217309460568
853188,-126.27179010421872
853192,-118.47545541805151
853196,-120.11218888180531
853200,-127.19519913570228
853204,-117.18574098529807
853208,-119.4534465772518
853212,-117.80780099351547
853216,-124.44409889697238
853220,-110.08708193317534
853224,-117.92435791310912
853228,-119.80447469819475
853232,-120.93854249118984
853236,-129.13953801695584
853240,-130.25681422794923
853244,-113.777131759959
853248,-120.13395460150778
853252,-125.12716355503828
853256,-118.23214270501778
853260,-122.87915422060226
853264,-117.56432257055904
853268,-117.9863239692044
853272,-119.20331499289533
853276,-121.10089568548112
853280,-113.72976836610012
853284,-115.26681572378928
853288,-127.47481582946061
853292,-132.72391552610992
853296,-120.3966431501791
853300,-121.14597070885554
853304,-122.16333106011471
853308,-125.91697698656134
853312,-115.16407586849363
853316,-123.34011970523102
853320,-117.04468531095239
853324,-123.74194183105708
853328,-118.25845172877419
853332,-120.07858326470752
853336,-125.16650097316958
853340,-117.36566575693286
853344,-134.5203016279608
853348,-117.97934758464366
853352,-117.65356480266342
853356,-122.29826574591482
853360,-131.49791489137772
853364,-122.60254060173781
853368,-123.33057583027447
853372,-121.82925762879162
853376,-121.4999793577741
853380,-121.03765786420269
853384,-115.91208821510698
853388,-123.18156675313443
853392,-116.01722788022872
853396,-131.1382597783522
853400,-125.88293514304917
853404,-125.42837172915458
853408,-118.96465267193247
853412,-124.55221403390912
853416,-123.82389692488479
853420,-123.37137011074034
853424,-116.95894604439184
853428,-117.88647355088418
853432,-118.07879528613259
853436,-117.24164543520676
853440,-125.39144594289797
853444,-120.39123735112884
853448,-118.25325139349597
853452,-114.87349987660045
853456,-122.95488287543047
853460,-114.87746841730822
853464,-127.76852043961698
853468,-120.54951017108175
853472,-116.88655676607252
853476,-112.93131368388822
853480,-115.3544780079699
853484,-130.50368156307314
853488,-123.20573515364012
853492,-113.41688079622409
853496,-126.52256683680895
853500,-120.10330798543814
853504,-117.13975540460754
853508,-118.07161215650078
853512,-131.1661708545027
853516,-120.56573439724714
853520,-115.24097842031084
853524,-116.29650664735549
853528,-116.53522614677371
853532,-119.105948463028
853536,-118.6160216271576
853540,-118.50939847224348
853544,-120.55472920281652
853548,-121.91888973137331
853552,-121.64484934500314
853556,-116.74568044541228
853560,-132.90598487038034
853564,-112.70278839912206
853568,-122.88204748386836
853572,-120.5215396339411
853576,-125.43396831872016
853580,-116.98640625572722
853584,-116.0652925476118
853588,-114.89539839110994
853592,-120.81222392499993
853596,-130.80569929551496
853600,-120.69417150225998
853604,-128.15894037484406
853608,-115.80772509109504
853612,-125.68509406966913
853616,-119.24096436919807
853620,-119.00485743423923
853624,-119.29987370185378
853628,-118.80529360768224
853632,-120.40092380573262
853636,-118.49215218592695
853640,-116.80502946161371
853644,-123.48378023266991
853648,-121.55232822124849
853652,-115.75970650166695
853656,-121.44920443264448
853660,-125.66880282208145
853664,-119.9781367075435
853668,-127.97015734998668
853672,-126.44669299375744
853676,-128.4336436938406
853680,-115.98085513666861
853684,-118.49375610108841
853688,-120.58944951875661
853692,-120.10592858709225
853696,-126.93520484303039
853700,-116.32719266188963
853704,-119.54504745768506
853708,-127.0598053054959
853712,-122.50701129539594
853716,-119.74773287252465
853720,-119.65898091913213
853724,-119.20652279862836
853728,-123.62016802869456
853732,-120.5604599793553
853736,-113.08574053344297
853740,-115.62655668737372
853744,-114.14946337707998
853748,-115.57416482026723
853752,-118.34783662009673
853756,-118.20912076217729
853760,-119.08919328061506
853764,-120.48080099318749
853768,-132.6075245955767
853772,-117.56174191074324
853776,-117.79587112895523
853780,-116.72572543902643
853784,-118.89088657510868
853788,-120.97623638409688
853792,-119.60349166641171
853796,-130.58611862394116
853800,-116.85864379860715
853804,-116.28641860126037
853808,-112.46903162768018
853812,-124.77132271944146
853816,-118.62407205392897
853820,-115.03258697255366
853824,-118.91347747018466
853828,-117.11870872930072
853832,-117.92773558297036
853836,-120.52851171019034
853840,-119.00605549489354
853844,-115.52261539776575
853848,-119.90106977334847
853852,-121.60222336444784
853856,-127.48416422079286
853860,-131.84568728881533
853864,-126.59188808226945
853868,-123.80166479776942
853872,-113.27150032566824
853876,-121.74994967158213
853880,-127.06765190480871
853884,-115.28800686635816
853888,-130.01435361731492
853892,-122.48843051714643
853896,-125.14563982380041
853900,-119.0080875012465
853904,-119.03308894742733
853908,-120.17918493886297
853912,-114.82950447712003
853916,-118.99189069492206
853920,-120.56513041767013
853924,-118.57541463989395
853928,-118.30380398650439
853932,-118.55931920303172
853936,-134.24469988612373
853940,-116.24605814139636
853944,-115.33957913353332
853948,-121.04789666824252
853952,-115.16154468062517
853956,-123.75240923626839
853960,-126.5893338162027
853964,-121.79711051942884
853968,-123.55875057280655
853972,-130.7972342061455
853976,-118.26226240568344
853980,-117.48075917700434
853984,-126.655035851868
853988,-117.12093208888636
853992,-119.90495456162226
853996,-119.18435742843502
854000,-120.9151174213573
854004,-117.98268505854668
854008,-122.26394151554625
854012,-121.06482125486644
854016,-117.09518745916054
854020,-118.98460284144994
854024,-114.27149553965394
854028,-123.55815557114049
854032,-123.76361938932826
854036,-120.75431635022288
854040,-118.89824814635733
854044,-117.60205365438492
854048,-118.37203227711265
854052,-127.83001558564095
854056,-124.1181119456477
854060,-113.8268112282051
854064,-115.59985089328839
854068,-116.9341409125239
854072,-123.32173046580401
854076,-115.95295790444112
854080,-116.49233584244908
854084,-122.48563303239568
854088,-118.83106344581441
854092,-115.19328926457571
854096,-123.13379908234035
854100,-130.77077127650338
854104,-125.98053568146554
854108,-122.00672082728079
854112,-135.90792881927257
854116,-123.24600495184829
854120,-122.88056184148303
854124,-118.32338525583657
854128,-123.79909816792164
854132,-125.511021145649
854136,-125.1099130416163
854140,-116.17627394663575
854144,-118.17550762894128
854148,-114.4325969166736
854152,-118.41751335274907
854156,-118.05356466968841
854160,-114.75584758149813
854164,-112.24355743881239
854168,-121.86097514663379
854172,-114.3636283216363
854176,-128.3072328292689
854180,-119.25284904462212
854184,-125.50168005175458
854188,-117.61340661282799
854192,-121.85399453659892
854196,-129.25957378088663
854200,-119.9296750283186
854204,-121.01951250423662
854208,-123.7268315293725
854212,-120.7594683948929
854216,-120.51072764484171
854220,-131.4939937615768
854224,-118.53739997519484
854228,-127.24337867273758
854232,-117.28142337525927
854236,-116.1516860509667
854240,-117.20102245149467
854244,-123.87708729827594
854248,-128.5127811546154
854252,-117.7070120579579
854256,-132.4199981135631
854260,-122.1013041039134
854264,-114.59151279871091
854268,-118.28525612660962
854272,-122.30447937855449
854276,-115.98951971321965
854280,-124.18174679918718
854284,-115.14786722705517
854288,-120.28335813406053
854292,-119.03685033751118
854296,-117.7734674007448
854300,-115.82665408028589
854304,-123.37485661620795
854308,-119.61820309797397
854312,-123.555845164603
854316,-118.89856578030009
854320,-119.86786388966938
854324,-122.22730859651764
854328,-122.86452764112326
854332,-129.6484592517097
854336,-117.87280472184416
854340,-130.6113815337828
854344,-123.16219359268423
854348,-132.67509503000073
854352,-117.4037849954116
854356,-118.67856320988605
854360,-117.82344077667996
854364,-125.72426452176958
854368,-123.55864919273998
854372,-117.58540298960551
854376,-125.66091747176753
854380,-126.60429968139496
854384,-126.49190733469536
854388,-119.11454544913606
854392,-124.17812585736098
854396,-122.01071063510494
854400,-123.50246119591444
854404,-118.89897701981252
854408,-125.39475085149141
854412,-121.02776950886401
854416,-118.39107711495522
854420,-115.46009545463524
854424,-114.43986315731377
854428,-120.02353771362043
854432,-113.54950059985147
854436,-113.73627375324072
854440,-128.41891057030983
854444,-124.87556596210409
854448,-115.7269255461637
854452,-126.10471085651358
854456,-119.03595995151838
854460,-121.65560417178814
854464,-127.87192707478374
854468,-115.1832741054272
854472,-119.93077358812448
854476,-114.17527513318106
854480,-123.76079675476937
854484,-123.10866479928234
854488,-119.696781968827
854492,-121.63025118912
854496,-120.96106603573698
854500,-122.9332664182417
854504,-118.87991724306458
854508,-118.81679938771359
854512,-117.54723448928948
854516,-122.15786672800752
854520,-121.3915324637384
854524,-124.52098033322338
854528,-120.28966797530501
854532,-123.32857823305932
854536,-125.25877808075354
854540,-121.59077492893341
854544,-126.96237350704489
854548,-121.57298352664768
854552,-118.90116671228355
854556,-119.82888059173659
854560,-115.90571111171775
854564,-118.91992077230819
854568,-118.07565648549777
854572,-126.2261160969808
854576,-128.09690827788728
854580,-119.7801715070785
854584,-121.79875932420757
854588,-126.77863993369512
854592,-117.66477355160393
854596,-130.77916262256576
854600,-122.21914021188113
854604,-123.20855204082423
854608,-117.5533931070758
854612,-119.31974993480398
854616,-112.82157513415125
854620,-118.50606650561473
854624,-118.1849320282994
854628,-121.50183490949749
854632,-130.37527155487973
854636,-122.48213792609596
854640,-125.57209164547844
854644,-127.31175637618867
854648,-124.44453076624268
854652,-121.1884029837782
854656,-118.92520421041196
854660,-126.53256836833255
854664,-114.85735135427781
854668,-119.58316701829469
854672,-117.16526778783488
854676,-119.79514985190029
854680,-125.09828808305804
854684,-121.58042658669474
854688,-117.96515973281434
854692,-136.5108141128901
854696,-117.38176955689723
854700,-125.28456970450154
854704,-116.17651723625262
854708,-117.65000421671203
854712,-112.53026777734921
854716,-118.153802547403
854720,-121.50470770723771
854724,-131.93345306457013
854728,-119.70259340561164
854732,-115.64285442163109
854736,-126.70093451611292
854740,-120.79813991598051
854744,-116.09182940804021
854748,-126.66583704337887
854752,-114.16894770157695
854756,-116.211754982136
854760,-118.16504907874639
854764,-117.37793190791649
854768,-120.47239085186524
854772,-118.92900314511405
854776,-124.46830612126422
854780,-115.70838560140409
854784,-129.28358407378857
854788,-120.69436749429211
854792,-124.70507498556424
854796,-117.51189793177525
854800,-120.34016982932246
854804,-131.14189358717596
854808,-126.20692044716029
854812,-122.05177050147948
854816,-119.35240129905654
854820,-121.13578990840239
854824,-115.73598681434237
854828,-120.41393683479693
854832,-118.17280618487702
854836,-125.99332714751262
854840,-121.74079170318394
854844,-128.00856945770715
854848,-113.60661269795341
854852,-120.45726697923544
854856,-115.5049949283347
854860,-129.2034370770071
854864,-113.4797735291634
854868,-121.41067815248604
854872,-117.41391353305792
854876,-120.30841428034637
854880,-138.07296517849034
854884,-117.69125167166433
854888,-122.96692811545952
854892,-120.14418217526594
854896,-125.42447188268852
854900,-124.66247418016232
854904,-117.86948924768535
854908,-118.73568175658343
854912,-118.37419876075668
854916,-121.07355552660181
854920,-116.8572897580355
854924,-115.3812895102377
854928,-111.45355652044807
854932,-125.6401519950888
854936,-112.44463144567793
854940,-128.29121597883145
854944,-119.19573628529
854948,-117.922702621572
854952,-116.4938062900448
854956,-123.14711939028899
854960,-123.25681834633849
854964,-120.79681219521163
854968,-128.33696258709855
854972,-121.89258229981749
854976,-110.932013931938
854980,-125.13673937698697
854984,-117.82423498623862
854988,-123.426741755852
854992,-116.68002326823859
854996,-114.4824933685233
855000,-115.88739071109002
855004,-123.34390605559354
855008,-121.4382381355462
855012,-126.47758012018743
855016,-130.03937751158782
855020,-114.8584552350452
855024,-125.73936261617926
855028,-125.44413796956313
855032,-120.89045279410765
855036,-121.91376191710503
855040,-116.53145130702873
855044,-122.5915787785591
855048,-133.40230005786813
855052,-123.60100971141568
855056,-118.86897631857553
855060,-128.36505429863675
855064,-123.07418957133964
855068,-114.67601134644431
855072,-128.16642575149058
855076,-118.33190465646504
855080,-114.4764767841871
855084,-127.48919838492536
855088,-118.07432643130626
855092,-116.19426370950495
855096,-120.70479593125873
855100,-120.67803825568879
855104,-127.35089675904288
855108,-129.18294771754393
855112,-130.08910114553464
855116,-117.65988323399714
855120,-117.59908088178776
855124,-134.53738826915543
855128,-120.08331722421653
855132,-124.07662367977701
855136,-119.13985799357302
855140,-118.65867255763693
855144,-118.12161196586919
855148,-117.34687516486511
855152,-123.82458361358864
855156,-126.5601737140004
855160,-119.12496851831959
855164,-113.212890571555
855168,-119.8140356728469
855172,-115.02916876123794
855176,-116.50373169007605
855180,-120.31281630760989
855184,-117.70266473347495
855188,-119.49713979607809
855192,-120.01138260113737
855196,-121.19838822731063
855200,-120.85173106657214
855204,-124.32423383452178
855208,-113.94979862045555
855212,-126.42972388949572
855216,-123.47698606832793
855220,-115.00492228284025
855224,-125.88195206009051
855228,-127.69203001817634
855232,-117.40570659871783
855236,-117.25739016921463
855240,-122.3737777578721
855244,-120.35965450561301
855248,-115.88588934611512
855252,-116.7465066205614
855256,-115.689350426989
855260,-134.18251988413635
855264,-120.74408552323388
855268,-112.21640948977155
855272,-119.70669859913943
855276,-121.29334753478147
855280,-126.3154968155134
855284,-127.89699764835325
855288,-124.97726844972516
855292,-125.75569222003622
855296,-130.4736656574664
855300,-121.07366964810336
855304,-115.5468799278459
855308,-128.10738788916856
855312,-117.30876420337506
855316,-123.06532455428214
855320,-130.8750749539062
855324,-121.52667164345341
855328,-123.84073485710502
855332,-122.05700268596075
855336,-117.35100792773542
855340,-122.59084597633046
855344,-117.1222533920462
855348,-141.82208339990893
855352,-130.62283548026707
855356,-114.72523138982797
855360,-128.29197092279975
855364,-117.98837996226382
855368,-119.68860622885646
855372,-119.97989841691626
855376,-125.7128451536001
855380,-117.36353761110486
855384,-114.12741151109758
855388,-124.38903750644587
855392,-122.67648097372809
855396,-118.0971246535872
855400,-120.10487265957235
855404,-119.84692835468492
855408,-121.75002500883176
855412,-122.32713840970743
855416,-118.62391738908384
855420,-121.52130096431
855424,-116.69829053938146
855428,-122.2431284257294
855432,-116.2580371070006
855436,-121.886322264453
855440,-119.38313683152771
855444,-117.9527300038154
855448,-120.93765509133237
855452,-125.15576043791634
855456,-118.74985657529902
855460,-118.16975488453161
855464,-124.22100266750024
855468,-127.56158412695694
855472,-125.6494637289262
855476,-125.67051620154498
855480,-128.65662452322698
855484,-118.78778311838455
855488,-117.12249270053347
855492,-121.65174943782071
855496,-116.04635383763394
855500,-117.15057508917715
855504,-121.68727172253867
855508,-133.51638673420268
855512,-121.16507616874969
855516,-124.93542569858134
855520,-122.51130925487827
855524,-123.0165662046058
855528,-121.27811611495008
855532,-117.4212888130626
855536,-119.6165071822638
855540,-126.72365736459157
855544,-117.51449176918452
855548,-115.26771529019656
855552,-122.28917773796132
855556,-119.78442608565848
855560,-114.83639141244849
855564,-127.76416591149595
855568,-116.42649334279923
855572,-121.27191439591509
855576,-130.83886306729653
855580,-129.44338056948078
855584,-120.5231927578731
855588,-125.95717725512246
855592,-123.37433322392113
855596,-128.88321543701747
855600,-118.40115977295363
855604,-120.19244951732003
855608,-116.97408375467589
855612,-119.08173923669116
855616,-127.82403272284405
855620,-121.20536190234387
855624,-120.99260108516725
855628,-121.3477951492028
855632,-115.80423716775812
855636,-122.26792436446556
855640,-119.66136746737082
855644,-117.63244738317813
855648,-126.75357038941517
855652,-117.62503559050019
855656,-114.99342859242425
855660,-119.4813174022664
855664,-127.75825608776191
855668,-117.11870162898923
855672,-117.60442112438409
855676,-129.31293100821918
855680,-121.29405050113381
855684,-120.46084006181803
855688,-126.0791060927409
855692,-119.14419412679557
855696,-117.39619763627934
855700,-120.31334208498824
855704,-119.41296120680347
855708,-120.27552501477739
855712,-126.30075687781473
855716,-115.53343561088408
855720,-116.31002428637841
855724,-120.97814799512858
855728,-114.18674399562181
855732,-116.24294685554997
855736,-118.10955134910984
855740,-126.82853932894389
855744,-115.38961649030873
855748,-122.71491843786475
855752,-133.15067218676492
855756,-117.45300108758977
855760,-120.6108273515841
855764,-120.49815477092854
855768,-119.50809331172655
855772,-129.9397593254015
855776,-118.21645252579998
855780,-120.36996336955558
855784,-123.92290154418968
855788,-122.6329781502635
855792,-116.70795526628157
855796,-115.95820619254805
855800,-120.4829428514031
855804,-119.88789432967091
855808,-118.63198292756951
855812,-123.37905128523803
855816,-117.98717153712283
855820,-121.54609016253166
855824,-125.77617057995988
855828,-126.74429148602823
855832,-120.43591323383541
855836,-119.86998881401686
855840,-124.39044439711746
855844,-117.70257641518208
855848,-129.0152370392493
855852,-119.748781218779
855856,-116.49727842581248
855860,-131.1270192129988
855864,-118.47066137354462
855868,-126.02958207093087
855872,-120.83658470178253
855876,-120.80208506916918
855880,-131.14442113364697
855884,-131.1448257654606
855888,-117.14206874528251
855892,-121.70969806961944
855896,-126.1249583759685
855900,-128.1349146932278
855904,-132.684153221671
855908,-116.99218513283317
855912,-127.9987852718967
855916,-120.06348257210472
855920,-119.44572514906623
855924,-122.39594408936026
855928,-116.70773344399882
855932,-121.3855092713058
855936,-120.7294167607078
855940,-113.0377601174637
855944,-117.7291866713584
855948,-114.2403581304418
855952,-117.53062620839184
855956,-127.36080335749914
855960,-116.19823013325545
855964,-119.7737727960762
855968,-118.42465655317767
855972,-117.36557901353018
